date,platform,text,person,truthfulness category
"September28,2009",a chain e-mail,"""For the first time in history, the Democratic Congress will not allow an increase in the social security COLA (cost of living adjustment).""",Chain email,pants-fire
"September28,2009",a Web ad,"Barack Obama and the Democrats have ""proposed a tax for not having health insurance.""",Republican National Committee,true
"September25,2009",a blast e-mail from Republican National Committee,"In a now-viral video, ""impressionable youngsters at a public school in New Jersey ... have been instructed to sing the praises of 'Barack Hussein Obama.'""",Michael Steele,true
"September23,2009","an interview on ""The Colbert Report""","Goldman Sachs was Barack Obama's ""No. 1 private contributor.""",Michael Moore,true
"September22,2009",votes,On whether the governor of Massachusetts should be able to appoint an interim U.S. senator,Massachusetts legislature,full-flop
"June24,2009",a letter to the Minnesota delegation,On a cap-and-trade plan.,Tim Pawlenty,full-flop
"September22,2009",his Fox News program,"""Our own National Security Agency says that (Iran's) nuclear ambitions are advancing, and at the same time ... we are slashing our own nuclear arsenal.""",Sean Hannity,mostly-true
"September21,2009","interview on ""Late Night with David Letterman""","""FDR was called a socialist and a communist.""",Barack Obama,true
"September16,2009",a speech on the House floor,"""Recent census data shows that the average American family spends over $13,000 a year for health care coverage.""",Bruce Braley,false
"September17,2009",a White House announcement,On whether he would put a missile shield in Poland.,Barack Obama,half-flip
"September16,2009",a press release,"""Under the Baucus bill ... federal funds would subsidize coverage of elective abortions.""",National Right to Life Committee,false
"September16,2009",a press release,"The Baucus bill ""contains provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion.""",National Right to Life Committee,true
"September18,2009",a speech,"""In some states, it is still legal to deny a woman coverage because she's been the victim of domestic violence.""",Michelle Obama,true
"September20,2009",an interview on Meet the Press,"""Mathematically, the White Sox can still get in the playoffs.""",Barack Obama,true
"September16,2009",a press release,"The Obama administration's cap-and-trade plan would create ""a $1,761 yearly energy tax.""",Lamar Alexander,false
"September15,2009",a television advertisement,"Health insurance companies deny ""1 out of 5 treatments prescribed by doctors.""",Health Care for America Now,false
"September9,2009",a speech to a joint session of Congress,"Insurers delayed an Illinois man's treatment, ""and he died because of it.""",Barack Obama,false
"September15,2009",a television advertisement,Health insurance companies pay CEOs $24 million a year,Health Care for America Now,barely-true
"September14,2009",a fundraising letter,"""Medicare began as a public option and now holds 97 percent of the market share.""",Tom Price,mostly-true
"September15,2009",a floor speech,The House of Representatives has never passed a resolution of disapproval to condemn a member's behavior.,John Boehner,mostly-true
"September13,2009",remarks on NBC's Meet the Press,"""Every other democracy in the world has a health care system that covers everybody, and we don't.""",Howard Dean,false
"September8,2009",a column,"The Obama administration ""was successful in rushing a massive spending bill through Congress in just two days — after which it sat on the president's desk for three days, while he was away on vacation.""",Thomas Sowell,false
"September9,2009",a YouTube video,The U.S. ranks 37th in the world for health care.,Paul Hipp,mostly-true
"September12,2009",conservative blogs,"Photo of ""tea party"" protests shows crowd sprawling from Capitol to Washington Monument",Bloggers,pants-fire
"September9,2009",response to President Obama's health care address to Congress,"The Democratic health care bill in the House would ""create 53 new government bureaucracies.""",Charles Boustany,barely-true
"September10,2009",a statement from the Minority Leader's office,"As a candidate, President Obama ""declared that everyone deserves access to reproductive health care that includes abortion, and vowed that this 'right' would be at the heart of his health care reform plan if elected president.""",John Boehner,true
"August24,2009",a message forwarded to many people,"A new bill ""was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.""",Chain email,false
"September9,2009",a speech to Congress,"Health reform will ""give every American the same opportunity"" to buy health insurance the way members of Congress do.",Barack Obama,false
"September9,2009",the audience at a joint session of Congress,"""You lie!"" (in response to President Obama saying health reform would not insure illegal immigrants.)",Joe Wilson,false
"September9,2009",an address to a joint session of Congress,"""It’s a plan that incorporates ideas from many of the people in this room tonight – Democrats and Republicans.""",Barack Obama,barely-true
"September9,2009",a speech to a joint session of Congress,"""The claim ... that we plan to set up panels of bureaucrats with the power to  kill off senior citizens ... is a lie, plain and simple.""",Barack Obama,true
"September9,2009",a speech to Congress,"Preventive care ""saves money.""",Barack Obama,false
"September9,2009",a speech to Congress,"If you ""already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have.""",Barack Obama,true
"September8,2009",a Washington Post op-ed,"""Switzerland and the Netherlands . . . cover all their citizens using private insurers, and they do so for much less cost.""",Matt Miller,true
"August31,2009",a column by the Texas Republican on the Web site of the Christian Coalition of America,"""The Obama Administration's own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the (health care) bill passes.""",John Carter,false
"September1,2009",his radio program,"Van Jones ""is an avowed, self-avowed radical revolutionary communist.""",Glenn Beck,barely-true
"August28,2009",his radio program,"The government is ""going to have the right to get into your bank account with the health care bill and make transfers without you knowing it.""",Rush Limbaugh,barely-true
"August31,2009",an interview on MSNBC,"""We waterboard, incidentally, hundreds of our own military personnel. They waterboard themselves in training to toughen themselves up.""",Duncan Hunter,mostly-true
"August26,2009",a letter to principals,"A scheduled speech by President Barack Obama will be ""the first time an American president has spoken directly to the nation's school children about persisting and succeeding in school.""",Arne Duncan,false
"September2,2009",an editorial,"""Cap-and-trade is wildly unpopular with Americans.""",Investor's Business Daily,false
"August13,2009",an op-ed,"""It took Obama six months to pick out a family dog,"" but he's ""cramming health care reform down the country's throat in a fraction of that time.""",Haley Barbour,barely-true
"August31,2009",an op-ed published,"""Scientists project that the Arctic will be ice-free in the summer of 2013.""",John Kerry,barely-true
"September1,2009",a fundraising e-mail,"Over the past few months, we've learned that ""we just can't count on the media to debunk"" lies about health insurance reform.",Organizing for America,pants-fire
"September1,2009",a press release,"Schoolchildren across the nation ""will be forced to watch the president justify his plans for government-run health care, banks, and automobile companies, increasing taxes on those who create jobs, and racking up more debt than any other president.""",Republican Party of Florida,pants-fire
"August30,2009",an op-ed,"""Since World War II, only Gerald Ford and Bill Clinton have had worse ratings after seven months than President Obama.""",Newt Gingrich,true
"August25,2009",an interview on the Rachel Maddow Show,"""All the really great programs in American history, Social Security, was done without Republicans. Medicare was done without Republican support until the last vote where they realized they had to get on board.""",Howard Dean,false
"August25,2009","an interview on ""Fox and Friends""","""Under the plan, for the first five years your employer not only has to keep the coverage, but you can't migrate to the public plan.""",Anthony Weiner,barely-true
"August10,2009",an interview with Rachel Maddow,"""It's costing every American who is insured $1,100 to pick up the cost of uncompensated care that goes on at the emergency room.""",Barbara Boxer,barely-true
"August25,2009",a radio broadcast,"""President Obama . . . wants to mandate circumcision.""",Rush Limbaugh,pants-fire
"August24,2009",a mailing,"""Any government-run 'public' plan ... forces more employers to drop employee coverage due to rising costs and pay an additional 8% payroll tax for each worker.""",Ginny Brown-Waite,barely-true
"August23,2009",an interview on This Week with George Stephanopoulos,"Most of the stimulus money will be spent ""not this year, not next year, but in 2011.""",George Will,barely-true
"August25,2009",a Fox News interview,"The Department of Veterans Affairs has ""a manual out there telling our veterans stuff like, 'Are you really of value to your community?' You know, encouraging them to commit suicide.""",Michael Steele,pants-fire
"August9,2009","an appearance on ABC's ""This Week""","""There's no rationing in any of these bills.""",Howard Dean,false
"August18,2009",a press release,"The health bill's plan for comparative effectiveness research ""would be used by the government to ration care.""",John Boehner,false
"August20,2009",a forum with supporters,"""If we went back to the obesity rates that existed back in the 1980s, the Medicare system over several years could save as much as a trillion dollars.""",Barack Obama,false
"August2,2009",an attachment to a lawsuit,Birthers have obtained a copy of Obama's Kenyan birth certificate.,Orly Taitz,pants-fire
"August19,2009",an appearance on the Rachel Maddow Show,"""We spend twice as much per capita on health care as any other nation on Earth.""",Bernie Sanders,false
"August19,2009",their Web site,76 percent of Americans want a public health care option.,Progressive Change Campaign Committee,false
"August12,2009",an editorial board meeting with the St. Louis Post-Dispatch,"""I'm 59. In either Canada or Great Britain, if I broke my hip, I couldn’t get it replaced.""",Roy Blunt,pants-fire
"August11,2009",a town hall meeting,"""Nearly 46 million Americans don't have health insurance coverage today.""",Barack Obama,mostly-true
"August16,2009",Fox News Sunday,"Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a ""pre-existing condition.""",J. James Rohack,true
"August14,2009",an interview on the NewsHour with Jim Lehrer,Preventive care does not save the government money.,David Brooks,true
"August13,2009",a chain e-mail,"Obama's plan for health care reform ""ends exorbitant out-of-pocket expenses, deductibles or co-pays.""",David Axelrod,mostly-true
"August13,2009",in a chain e-mail,Health care reform will not affect veterans' benefits.,David Axelrod,true
"August12,2009",her Facebook page,"A provision in the health care reform bill for end-of-life counseling for seniors is not ""entirely voluntary.""",Sarah Palin,false
"August11,2009",a town hall on health care,"AARP is ""endorsing"" the health care reform bill.",Barack Obama,barely-true
"July27,2009",a statement on the House floor,"Ezekiel Emanuel, one of President Obama's key health care advisers, ""says medical care should be reserved for the nondisabled. So watch out if you're disabled.""",Michele Bachmann,false
"August11,2009",a town hall meeting,"""I have not said that I was a single-payer supporter.""",Barack Obama,false
"August11,2009",a town hall meeting.,"The health care plan for members of Congress ""is no better than the janitor who cleans their offices.""",Barack Obama,true
"August9,2009",an interview with This Week.,"In every committee when the health care bill was considered, Democrats voted against an amendment that would require members of Congress and their staff to take the government-run public option as their health care plan.",Newt Gingrich,mostly-true
"August7,2009",a message posted on Facebook,"Seniors and the disabled ""will have to stand in front of Obama's 'death panel' so his bureaucrats can decide, based on a subjective judgment of their 'level of productivity in society,' whether they are worthy of health care.""",Sarah Palin,pants-fire
"July23,2009",an op-ed for National Review,"The Democrat-backed health care reform plan ""will require (Americans) to subsidize abortion with their hard-earned tax dollars.""",John Boehner,false
"July29,2009",a memo on the group's Web site.,"Page 992 of the health care bill will ""establish school-based 'health' clinics. Your children will be indoctrinated and your grandchildren may be aborted!""",Liberty Counsel,pants-fire
"August5,2009",a blog posting.,"During the 2005 fight over Social Security, ""there were noisy demonstrations — but they were outside the events,"" and opponents were ""not disruptive — crowds booed lines they didn’t like, but that was about it.""",Paul Krugman,false
"August4,2009",a news release,Health care reform legislation is “likely to mandate free ‘sex change’ surgeries.”,Bloggers,false
"August4,2009",a TV ad,"The health care reform plan would set limits similar to the ""socialized"" system in Britain, where people are allowed to die if their treatment would cost more than $22,000.",Club for Growth,false
"July10,2009",an email to supporters,"A loophole ""still exists which allows members of Congress and high-powered executive branch appointees to exploit 'insider' knowledge of the financial industry in order to turn personal profit.""",Public Citizen,true
"August5,2009",a speech,"Stimulus tax cuts ""began showing up in paychecks of 4.8 million Indiana households about three months ago.""",Barack Obama,false
"August2,2009",an interview on CNN's State of the Union,"""The John McCain Twitter account has more than 1.1 million followers. The official White House Twitter account has only about 830,000.""",John King,mostly-true
"July31,2009",the Glenn Beck show,"If you log into the government's Cash for Clunkers Web site (cars.gov) from your home computer, the government can ""seize all of your personal and private"" information, and track your computer activity.",Kimberly Guilfoyle,false
"July28,2009",a speech on the House floor,"President Barack Obama suggested on national TV that the Democratic health care bill ""will have government decide"" that a healthy, 100-year-old woman in need of a pacemaker ""should take a pain pill"" instead.",Dan Lungren,false
"July20,2009",a town hall meeting,"""The Congressional Budget Office most recently came out and analyzed the current (health care) plan and said that it was not only deficit-neutral, but also that over 10 years it would create a $6 billion surplus.""",Russ Carnahan,false
"July28,2009",a speech on the House floor,Forty-five percent of Americans went without needed care because of costs in 2007.,Bill Pascrell,mostly-true
"July28,2009",a chain e-mail,"""All non-US citizens, illegal or not, will be provided with free health care services.""",Chain email,pants-fire
"July28,2009",a chain e-mail,"""All private healthcare plans must conform to government rules to participate in a Healthcare Exchange.""",Chain email,true
"July28,2009",a chain e-mail,"In the health care bill, ""The 'Health Choices Commissioner' will decide health benefits for you. You will have no choice. None.""",Chain email,pants-fire
"July22,2009",his TV program,"John Holdren, director of the White House Office of Science and Technology Policy, ""has proposed forcing abortions and putting sterilants in the drinking water to control population.""",Glenn Beck,pants-fire
"July14,2009",a chain email,"""The Senate voted this week to allow illegal aliens access to Social Security benefits.""",Chain email,pants-fire
"July26,2009",CNN's State of the Union with John King,"""Four percent of American citizens are black males, but they are 35 percent of murder victims.""",Bill Bennett,mostly-true
"June17,2009",an advertisement,"White House spokesman Robert Gibbs ""lied"" when he said President Obama's birth certificate is posted on the Internet.",WorldNetDaily,false
"July22,2009",a speech on health care reform,"""Doctors, nurses, hospitals, even the pharmaceutical industry, (and) AARP"" say that health reform ""makes sense to do.""",Barack Obama,mostly-true
"July22,2009",a news conference.,"""14,000 Americans . . . lose their health insurance every single day.""",Barack Obama,mostly-true
"July16,2009",on the Fred Thompson radio show,"The health care reform bill ""would make it mandatory — absolutely require — that every five years people in Medicare have a required counseling session that will tell them how to end their life sooner.""",Betsy McCaughey,pants-fire
"July22,2009",a press conference,"Health insurance companies are ""making record profits, right now.""",Barack Obama,false
"July21,2009",a statement on the House floor.,There were more job losses per month in the last three months under President Bush than in the past three months under President Obama.,Steny Hoyer,mostly-true
"July15,2009",an editorial.,The health care reform bill -- on Page 16 -- outlaws private insurance.,Investor's Business Daily,pants-fire
"July15,2009",a television interview,On mandating health care coverage.,Barack Obama,full-flop
"July14,2009",a Washington Post op-ed,On a cap-and-trade plan.,Sarah Palin,full-flop
"July14,2009",an op-ed article,"""Job losses are so certain under this new cap-and-tax plan that it includes a provision accommodating newly unemployed workers from the resulting dried-up energy sector, to the tune of $4.2 billion over eight years. So much for creating jobs.""",Sarah Palin,mostly-true
"July1,2009",public statements,On a single-payer health care system.,Barack Obama,half-flip
"July12,2009",an interview on This Week with George Stephanopolous.,"""Only about 6.8 percent of the (stimulus) money has actually been spent.""",Jon Kyl,mostly-true
"July9,2009",a news release.,"""Across the country, $174 billion of the Recovery Act have been committed in its first 130 days.""",Joe Biden,mostly-true
"July13,2009",a radio ad,Rep. Adam Putnam was silent when Rush Limbaugh called Sonia Sotomayor a racist.,Presente.org,false
"July7,2009",a GOP survey,"The Obama administration offered ""$900 million to Hamas, a recognized terrorist organization, to rebuild Gaza.""",Republican National Committee,false
"July13,2009",a Senate hearing,"""Now, there was a time when someone like Scalia and Ginsburg got 95-plus votes.""",Lindsey Graham,true
"July1,2009",a column,"""Obama's Justice-designate Sotomayor threw out (the New Haven firefighters') lawsuit in a sneaky, unsigned opinion -- the judicial equivalent of 'talk to the hand.'""",Ann Coulter,false
"June29,2009",his radio show,"On the day the House voted on the climate change bill, ""there was not even a copy of the bill in the well of the House, which is standard. It wasn't even written.""",Rush Limbaugh,barely-true
"July8,2009",a PBS interview.,"""We were promised. The president said we would keep unemployment under 8.5 percent (if the stimulus passed).""",Eric Cantor,barely-true
"July6,2009",a newspaper interview,"""We import more oil today than ever before.""",Barack Obama,false
"July2,2009",a Web ad,"""In North Carolina, they used stimulus money to hire one new state worker. His job, apply for more stimulus funds from the taxpayers by the way of the federal government.""",John Boehner,false
"July2,2009",a Web ad,"""In Wisconsin, the stimulus paid for a bridge to a bar called Rusty's Backwater Saloon. They've got great burgers, but no new jobs.""",John Boehner,barely-true
"June29,2009",a speech at the White House.,"""Californians consume 40 percent less energy per person than the national average""",Barack Obama,mostly-true
"July2,2009",a television ad,"Mitch McConnell opposed ""legislation to create and protect Kentucky jobs . . . help for the unemployed. . .  health care for Kentucky's children,"" and ""fair pay for women.""",Democratic National Committee,barely-true
"June25,2009",an e-mail received by many people.,"""The ACLU has filed a suit to have all military cross-shaped headstones removed.""",Chain email,pants-fire
"May24,2009",an e-mail received by many people.,"The Free Flow of Information Act of 2009 ""would guarantee Barack Obama will never be held accountable for producing forged birth documents.""",Chain email,pants-fire
"June24,2009",an interview on Fox News,"During a town hall meeting on health care, ""ABC didn't even allow ads that opposed the president's health care plan to be aired.""",Lamar Smith,true
"June18,2009",a Washington Post op-ed,"Every year tobacco kills more Americans than did World War II — more than AIDS, cocaine, heroin, alcohol, vehicular accidents, homicide and suicide combined.",George Will,true
"June17,2009",an interview with the Washington Times.,"ACORN will be a paid partner with the Census Bureau and ""they will be in charge of going door-to-door and collecting data from the American public.""",Michele Bachmann,pants-fire
"June17,2009",a Washington Times interview,"Says the Constitution only requires her to tell the census ""how many people are in our home.""",Michele Bachmann,pants-fire
"June24,2009",a town hall meeting,"""Medicare and Medicaid are the single biggest drivers of the federal deficit and the federal debt by a huge margin.""",Barack Obama,mostly-true
"June20,2009",a press release.,"Says the Congressional Budget Office estimates a cap-and-trade program would cost the average family the equivalent of ""a postage stamp a day.""",Edward Markey,true
"June18,2009","his MSNBC ""Countdown"" program","""Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.""",Keith Olbermann,false
"June22,2009",a column,"Even high estimates for an early draft of the health care plan are ""less than the $1.8 trillion cost of the Bush tax cuts.""",Paul Krugman,mostly-true
"June17,2009",a press release on the House GOP's blog.,"The war spending bill ""actually spends more money on the International Monetary Fund than on the war.""",Lynn Westmoreland,barely-true
"June18,2009",a Fox News interview,"Under the ""Cash for Clunkers"" program, ""all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500.""",Sean Hannity,false
"June10,2009",a column.,"Says President Obama was wrong ""about Muslims' historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries.""",Ann Coulter,barely-true
"June10,2009",his Fox News program,"""Why do we have automatic citizenship upon birth? We're the only country in the world that has it.""",Glenn Beck,false
"June16,2009",a press availability.,"""Some 500 detainees were released from Guantanamo during the Bush administration.""",Steny Hoyer,mostly-true
"June14,2009",an Internet ad.,"""A new poll shows 62 percent support the president's plan to reform health care. That means ... letting you choose between keeping the private insurance you have and a public health insurance plan.""",Americans United for Change,false
"June15,2009",a statement.,"Oil money from federal leases ""can only be used to clean up the mess and damages from drilling.""",Bill Nelson,mostly-true
"June12,2009",a column,"In Texas, ""the No. 1 name for new male babies — many of whom will vote one day — is Jose.""",Mike Murphy,true
"May30,2009",a Twitter message,"""Obama has more czars than the Romanovs.""",John McCain,true
"June11,2009",an op-ed.,"Under a public health care option, 120 million Americans will ""lose what they now get from private companies and be forced onto the government-run rolls as businesses decide it is more cost-effective for them to drop coverage.""",Karl Rove,false
"June8,2009",an interview with Sean Hannity on Fox,"Palin said stimulus money for weatherization required ""universal energy building codes for Alaska, kind of a one-size-fits-all building code that isn't going to work up there in Alaska.""",Sarah Palin,false
"June10,2009",MSNBC interview.,"Contends that President Obama ""literally said (if) his cap-and-trade proposals were to pass, that utility rates, his words now, would, 'necessarily skyrocket.'""",Mike Pence,true
"June9,2009",a statement at the White House,"""In the first round of repayments""  from financial institutions that received TARP money, ""the government has actually turned a profit.""",Barack Obama,true
"May30,2009",an e-mail,"Inside the stimulus package ""is anti-Christian legislation that will stop churches from using public schools for meeting on Sundays, as well as Boy Scouts and student Bible study groups.""",Newt Gingrich,pants-fire
"June8,2009",a press release.,"Says Vice President Joe Biden ""admits that the American people are being scammed"" with the economic stimulus package.",John Boehner,barely-true
"June3,2009",an op-ed.,"Says he didn't call Dr. George Tiller a baby killer, as liberal groups charge, but was merely reporting what ""some prolifers branded him.""",Bill O'Reilly,false
"June1,2009",interview with Canal Plus Television,"""If you actually took the number of Muslims [sic] Americans, we'd be one of the largest Muslim countries in the world.""",Barack Obama,pants-fire
"May26,2009",weekly Senate Republican radio address,"There are billions of barrels of oil beneath our oceans and in Alaska, and there is ample oil shale in the Rocky Mountain West, but Democrats ""say all this American energy is off limits.""",John Barrasso,barely-true
"June3,2009",a statement on the Human Events Web site,On calling Supreme Court nominee Sonia Sotomayor a racist.,Newt Gingrich,full-flop
"June1,2009",a press release.,"""President Obama will now own 60 percent of GM, and his union buddies will own almost 20 percent.""",Michael Steele,true
"May27,2009",a speech,"In the 100 days since its passage, the economic stimulus has ""saved or created nearly 150,000 jobs.""",Barack Obama,barely-true
"May29,2009",a released statement,"""The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.""",North Korean foreign ministry,true
"May26,2009",his radio program,"Sotomayor ""ruled against the white firefighter — Ricci and other white firefighters — just on the basis that she thought women and minorities should be given a preference because of their skin color and because of the history of discrimination in the past. The law was totally disregarded.""",Rush Limbaugh,barely-true
"May21,2009",a speech at the American Enterprise Institute,"""President Obama's own director of national intelligence, Admiral Blair, put it this way: 'High-value information came from interrogations in which those methods were used and provided a deeper understanding of the al-Qaida organization that was attacking this country.'""",Dick Cheney,mostly-true
"May21,2009",a speech at the American Enterprise Institute,"""You've heard endlessly about waterboarding. It happened to three terrorists.""",Dick Cheney,true
"May21,2009",a speech.,"""Nobody has ever escaped from one of our federal 'supermax' prisons.""",Barack Obama,true
"May6,2009",a press release,"ACORN ""could get up to $8.5 billion more tax dollars despite being under investigation for voter registration fraud in a dozen states.""",Michele Bachmann,false
"May20,2009",a speech on the Senate floor.,"""The reality is, we are holding some of the most dangerous terrorists in the world right now in our federal prisons, including the mastermind of the 1993 World Trade Center bombing, the 'shoe bomber,' the 'Unabomber,' and many others.""",Richard Durbin,true
"May17,2009",an interview on Fox News Sunday.,"A public option for health care would end private insurance ""because the private insurance people will not be able to compete with a government option.""",Mitch McConnell,barely-true
"May12,2009",an e-mail,"The Democrats propose ""a government-controlled health care plan that will deprive roughly 120 million Americans of their current health care coverage.""",Mike Pence,false
"May14,2009",a news release,"""Democrats have failed to answer the most basic question of how they want to pay for the more than $1 trillion of health care spending.""",Roy Blunt,mostly-true
"April30,2009",a commentary piece,"""Our government has now 'spent, lent, or committed' $12.8 trillion in its attempt to blunt the recession.""",Mark Sanford,true
"May6,2009",a Fox News interview,"The federal Hate Crimes Prevention Act bill would create ""special protection for pedophiles.""",Steve King,pants-fire
"May13,2009",legal filings,On releasing photographs depicting the abuse of prisoners.,Barack Obama,full-flop
"May10,2009",a television interview,"Democrats in Congress ""had control since January of 2007. They haven't passed a law making waterboarding illegal. They haven't gone into any of these things and changed law.""",Newt Gingrich,barely-true
"May12,2009",a news conference.,"""The president of the United States ... agrees with me"" that marriage should be between a man and a woman.",Miss California USA,true
"May8,2009",a Web ad,Senators who have accepted millions in campaign contributions from the financial industry voted against allowing bankruptcy judges to modify home mortgages.,MoveOn.org,true
"April23,2009",a news conference.,"""We were not, I repeat, were not told that waterboarding or any of these other enhanced interrogation methods were used.""",Nancy Pelosi,false
"April27,2009",a television ad,"The economic stimulus bill created a council that's ""modeled after the national board that controls Britain’s health system.""",Conservatives for Patients' Rights,barely-true
"May2,2009",a chain e-mail,"Obama used $20 million in federal money ""to emmigrate (sic) Hamas Refugees to the USA.""",Chain email,pants-fire
"May5,2009",a Web ad.,"The Republican Party has ""21 percent party ID and shrinking.""",Democratic National Committee,mostly-true
"May1,2009",a radio show,"Sen. Arlen Specter's party switch could ""end up giving Republicans the ability to filibuster judicial nominees at the Judiciary Committee level so that the nominees never get out of committee.""",Rush Limbaugh,mostly-true
"April30,2009","an interview on ""The Today Show""","""When one person sneezes, it goes all the way through the aircraft.""",Joe Biden,pants-fire
"April28,2009",interviews.,On switching parties.,Arlen Specter,full-flop
"April27,2009",an interview with Pajamas Media.,"In the 1970s, ""the swine flu broke out . . . under another Democrat, President Jimmy Carter.""",Michele Bachmann,pants-fire
"April29,2009",a press conference,"Washing your hands and covering your mouth when you cough ""makes a huge difference"" in reducing transmission of the flu.",Barack Obama,true
"April29,2009",a news conference,"In Iraq, ""civilian deaths, incidents of bombings, etc., remain very low relative to what was going on last year.""",Barack Obama,true
"April22,2009",an opinion piece.,"""About halfway through fiscal year 2009, Washington has run out of money.""",John Boehner,true
"April24,2009",a news interview,On torture.,Newt Gingrich,half-flip
"April14,2009",a speech at Georgetown University,"""Already we've identified $2 trillion in deficit reductions over the next decade.""",Barack Obama,barely-true
"April19,2009",a news conference.,"""Venezuela is a country whose defense budget is probably 1/600th of the United States.""",Barack Obama,mostly-true
"April15,2009",a news release,"It is ""the Department of Homeland Security's view that returning military veterans and gun owners are likely to commit terrorist acts.""",Gus Bilirakis,barely-true
"April7,2009",a discussion on MSNBC,President Obama has never received a paycheck from a profitmaking business in his entire life.,Joe Scarborough,false
"March24,2009",a press release.,"""Some even advocate wiping out 401(k)s entirely and replacing them with government-run accounts.""",John Boehner,barely-true
"April8,2009",an episode of his TV program.,"""President Obama is actually increasing Bush-era defense spending by $21 billion in the new fiscal year.""",Keith Olbermann,mostly-true
"April8,2009",a radio broadcast,"""You can't read a speech by George Washington . . . without hearing him reference God, the Almighty.""",Rush Limbaugh,false
"April6,2009",an episode of her MSNBC show,"Gov. Sarah Palin ""got precisely zero support for her call for Alaska's Democratic Senator Mark Begich to resign because Ted Stevens' corruption conviction was overturned.""",Rachel Maddow,false
"March24,2009",a column published by the Washington Post and other news organizations.,"""Congress shoveled $700 billion into the Troubled Assets Relief Program, $325 billion of which has been spent without purchasing any toxic assets.""",George Will,true
"April6,2009",an appearance on MSNBC.,"""There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.""",Lawrence O'Donnell,false
"April2,2009",a chain e-mail.,"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""",Chain email,false
"April1,2009",a political advertisement.,"""There has been no net global warming for over a decade now.""",Cato Institute,false
"March25,2009",a press release.,"""Secretary Geithner has left the option on the table"" of abandoning the dollar for a multinational currency.",Michele Bachmann,false
"March27,2009",a speech at the White House. ,"""2008 was the deadliest year of the war (in Afghanistan) for American forces.""",Barack Obama,true
"March17,2009",a speech on the Senate Floor.,On the propriety of budget reconciliation.,Judd Gregg,half-flip
"March24,2009",a press release and Web post,"""The administration raises revenue for nationalized health care through a series of new taxes, including a light switch tax that would cost every American household $3,128 a year.""",House Republican Conference,pants-fire
"March26,2009",a statement during a press briefing,"The Republican leadership's budget proposal ""doesn't contain any numbers.""",Robert Gibbs,true
"March24,2009",a speech on the Senate floor,"The Employee Free Choice Act mandates the ""elimination of the secret ballot.""",Arlen Specter,mostly-true
"March25,2009",a Fox News interview,"Obama's budget plan would ""take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.""",Judd Gregg,true
"March24,2009",in a news conference.,"His proposed budget would ""cut our deficit in half by the end of my first term.""",Barack Obama,mostly-true
"March24,2009",a news conference.,"""As a percentage of gross domestic product, we are reducing nondefense discretionary spending to its lowest level since the '60s, lower than it was under Reagan, lower than it was under Clinton, lower than it was under Bush, or both Bushes.""",Barack Obama,barely-true
"March25,2009",in a Fox News interview.,"Obama's proposed budget ""doubles the debt in five years, triples it in 10 years.""",Judd Gregg,mostly-true
"March24,2009",a news conference.,"Under Obama's budget plan, families making over $250,000 are ""going to lose their mortgage deduction, their charitable deductions.""",Cynthia Lummis,pants-fire
"March23,2009",a blog post.,"Obama nominee Dawn Johnsen ""called motherhood 'involuntary servitude.'""",House Republican Conference,false
"March22,2009",a television interview,"""Warren (Buffett) still does support me.""",Barack Obama,true
"March19,2009",a CNN interview.,On whether he wrote a provision that allowed AIG to dole out bonuses.,Chris Dodd,full-flop
"March17,2009",a TV interview,"""Tens of billions of dollars (from taxpayer-funded bailouts) ... flowed straight through AIG into the coffers of foreign corporations and foreign banks.""",Mike Pence,true
"March19,2009",remaks made at an electric car testing center,"""The 1908 Model T earned better gas mileage than a typical SUV sold in 2008.""",Barack Obama,mostly-true
"March16,2009",in a TV interview,"AIG ""said they were giving $57 million (in retention payments) to people who were being terminated.""",Elijah Cummings,true
"March17,2009",an interview on The Rachel Maddow Show,"""We had bipartisan legislation that got through the Senate"" that would have prevented bonuses like AIG's ""and then somehow mysteriously disappeared.""",Ron Wyden,mostly-true
"March18,2009",a chain e-mail,"""AIG insures the pension trust of the United States Congress!""",Chain email,pants-fire
"March15,2009",an interview on Meet the Press.,"""Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.""",Christina Romer,true
"March12,2009",a news conference,"""I don't do earmarks. I've never done one. I'm not going to do one.""",John Boehner,true
